KALBARYO;J P RIZAL-KAGITINGAN;I;1,700.00;
KALUPI;;RR;1,700.00;
KANDILI;;RR;1,700.00;
KASI (CHASE);J M BASA-CALDERON;RR;1,700.00;
KATIPUNAN;M ROXAS-JUSTA;RR;1,700.00;
LEGASPI;J P RIZAL-GEN SANTOS;RR;2,600.00;
M. H. DEL PILAR;OLD J RIZAL-N ROXAS;CR;5,200.00;
M. H. DEL PILAR;OLD J RIZAL-N ROXAS;RR;2,700.00;
M. ROXAS;OLD J RIZAL-N ROXAS;CR;5,200.00;
M. ROXAS;OLD J RIZAL-N ROXAS;RR;1,850.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;CR;7,500.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;RR;4,450.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;I;4,450.00;
N. ROXAS;E DELA PAZ-SHOE AVE;CR;5,200.00;
N. ROXAS;E DELA PAZ-SHOE AVE;RR;2,400.00;
N. ROXAS;E DELA PAZ-SHOE AVE;I;2,400.00;
OLD J. RIZAL;MARCOS HIWAY-KAGITIN;CR;5,200.00;
OLD J. RIZAL;MARCOS HIWAY-KAGITIN;RR;2,000.00;
SANTOLAN;PASIG-MARCOS HIWAY;CR;5,200.00;
SANTOLAN;PASIG-MARCOS HIWAY;RR;2,900.00;
SANTOLAN;PASIG-MARCOS HIWAY;I;2,100.00;
TAMBANGAN;;RR;2,600.00;
TAMBULI;;RR;1,700.00;
TAYUG;PASIG-MAGHIHINTAY;CR;5,200.00;
TAYUG;PASIG-MAGHIHINTAY;RR;1,700.00;
TAYUG;PASIG-MAGHIHINTAY;I;2,900.00;
ALL OTHER STREETS;;RR;1,700.00;
ALL OTHER STREETS;;GP;400.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;CONCEPCION I;;;
A DE GUZMAN;J P RIZAL-BANTAYOG;RR;1,500.00;
A DE GUZMAN;B BAYANAN AVE-PARANG;RR;1,600.00;
A DE GUZMAN;B BAYANAN AVE-PARANG;I;1,600.00;
A GUISIMA (A GUEVARA);J MOLINA AVE-CANDAZO;RR;3,100.00;
A RODRIGUEZ SUBD;;RR;1,500.00;
A TINIO SUBD;;RR;1,000.00;
ARANETA SUBD;;RR;1,500.00;
BG SILANG (SHOE AVE);;RR;2,600.00;
BALAN BALAN;J P RIZAL-BG SILANG;RR;2,900.00;
BANGKAAN;;RR;1,500.00;
BANTAYOG;SHOE AVE-F BALTAZAR;RR;1,600.00;
BAYAN BAYANAN;J P RIZAL-MRKNA BDRY;CR;6,000.00;
BAYAN BAYANAN;J P RIZAL-MRKNA BDRY;RR;5,050.00;
BAYBAY;;RR;2,600.00;
BENEDICTO COMPOUND;;RR;2,000.00;
BETTER HOMES;;RR;2,000.00;
BULIRAN HOMES;;RR;2,500.00;
BURGOS PANGILINAN;;RR;900.00;
BUTIHIN;J P RIZAL-BANTAYOG;RR;1,500.00;
CANDAZO;;RR;2,100.00;
CEPEDA;;RR;2,700.00;
CEPEDA;;I;2,100.00;
COL DIVINO;;RR;2,500.00;
CONCEPCION SUBD;;RR;2,000.00;
COUNTRY SIDE SUBD;;RR;1,500.00;
C. BAUTISTA;;RR;1,500.00;
C. CRUZ TO BANGKAAN;;RR;1,500.00;
CRISTINA SUBD;;RR;1,500.00;
E EUSTAQUIO;B BAYANAN AVE-MOLAVE;RR;1,500.00;
D MARIANO;;RR;2,600.00;
D MARIANO;;I;1,700.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;CR;3,900.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;RR;3,300.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;I;3,300.00;
E SANTOS;;RR;2,900.00;
EXEQUIEL;;RR;1,800.00;
F TORRES;CEPEDA-CANDAZO;RR;1,600.00;
FAIRLANE SUBD;;RR;1,600.00;
FARMERS 1;;RR;2,900.00;
FRIENDLY VILL 1, 2;;RR;1,500.00;
G CRUZ (F BALTAZAR);;RR;2,600.00;
GOODRICH VILLAGE;;RR;1,500.00;
GREENHEIGHTS SUBD;;RR;1,600.00;
GREENHEIGHTS SUBD;;RC;11,750.00;
GSIS SUBD/SHOE AVE;;RR;1,500.00;
GUISAMA ST;;RR;1,500.00;
H BAUTISTA ST;BG SILANG-F BALTAZAR;RR;1,600.00;
H BAUTISTA ST;BG SILANG-F BALTAZAR;I;1,500.00;
J MOLINA;J P RIZAL-KATIPUNAN;RR;2,150.00;
J P RIZAL;MALAYA-KINGSWAY;CR;5,000.00;
J P RIZAL;MALAYA-KINGSWAY;RR;3,300.00;
J P RIZAL;MALAYA-KINGSWAY;I;3,300.00;
KALAW;;RR;2,900.00;
KATIPUNAN;J MOLINA AVE-7TH ST;CR;3,100.00;
KATIPUNAN;J MOLINA AVE-7TH ST;RR;2,900.00;
I DE GUZMAN;CEPEDA-B BAYANAN AVE;RR;1,500.00;
LADISLAW DIWA;;RR;2,900.00;
LAPU LAPU;J P RIZAL-BANGKAAN;RR;2,200.00;
LIBIS;;RR;1,700.00;
LOYOLA GRAND VILLAS;;RR;6,000.00;
MAJESTIC SUBD;;RR;1,500.00;
MARIKINA GREENHEIGHTS;;RR;1,600.00;
MARIKIT HOMES;;RR;1,500.00;
ORO VISTA SUBD;;RR;2,000.00;
PALIPARAN SUBD;;RR;2,600.00;
PARALUMAN SUBD;;RR;2,600.00;
PARAISO;;RR;2,600.00;
PANGILINAN;;RR;2,600.00;
R SANTOS;EXEQUIEL-B BAYANAN;RR;2,600.00;
ROSITAVILLE;;RR;1,500.00;
SAN ISIDRO VILL 1  & 2;;RR;2,000.00;
SAN ISIDRO SUBD 1;;RR;1,600.00;
SIMEONA SUBD;;RR;2,000.00;
ST CLAIRE SUBD 1, 2;;RR;2,000.00;
STA. TERESITA VILLAGE;;RR;1,700.00;
STRIP 70 SUBD;;RR;2,900.00;
SUMMER HOMES;;RR;1,300.00;
TEODORA PARK SUBD;;RR;2,600.00;
TINIO COMPOUND;;RR;1,300.00;
TORRES BUGALLON;;RR;2,600.00;
TWINVILLE SUBD;;RR;1,300.00;
WANAMAKER;;RR;2,600.00;
ALL OTHER STREETS;;RR;1,300.00;
ALL OTHER STREETS;;CR;3,200.00;
ALL OTHER STREETS;;GP;400.00;
BALANAN TOWNHOUSE (CCT);;RC;9,500.00;
VENICE BALANAN (CCT);;RC;12,000.00;
ALL OTHER CONDOMINIUMS (CCT);;RC;18,000.00;
ALL OTHER CONDOMINIUMS (CCT);;CC;25,000.00;
ALL OTHER TOWNHOUSES (CCT);;RC;15,000.00;
ALL OTHER TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;CONCEPCION II;;;
BONANZA;;RR;2,900.00;
BONITA HOMES;;RR;1,500.00;
CHAMPAGNAT AVENUE;MOLAVE-BONANZA;RR;2,900.00;
CONCEPCION REALTY;;RR;1,800.00;
HACIENDA HEIGHTS SUBD;;RR;1,700.00;
J M PANGANIBAN;;RR;1,300.00;
KAHAGASAN;;RR;2,200.00;
KATIPUNAN;MOLAVE-CAINTA BDRY;CR;5,400.00;
KATIPUNAN;MOLAVE-CAINTA BDRY;RR;2,200.00;
LILAC;;CR;2,900.00;
LILAC;;RR;2,100.00;
MAGAT SALAMAT;;RR;1,300.00;
MOLAVE;KATIPUNAN-CHAMPAGNAT;CR;2,600.00;
MOLAVE;KATIPUNAN-CHAMPAGNAT;RR;2,200.00;
OLIVE;;RR;1,700.00;
PANORAMA;;CR;2,900.00;
PANORAMA;;RR;2,000.00;
PIO DEL PILAR;;RR;2,200.00;
PURPLE;;RR;2,600.00;
RAINBOW;LILAC-KATIPUNAN;RR;1,700.00;
RANCHO ESTATE I;;RR;1,700.00;
RANCHO ESTATE II;;RR;1,700.00;
RANCHO ESTATE III;;RR;1,700.00;
RANCHO ESTATE IV;;RR;1,700.00;
RIMVIEW PARK;;RR;1,600.00;
RUSSET;;RR;1,700.00;
SCARLET;;RR;2,600.00;
SSS VILLAGE I;;RR;1,600.00;
SSS VILLAGE II;;RR;1,600.00;
SSS VILLAGE III;;RR;1,700.00;
TAN (INT. TANGERINE);;RR;1,200.00;
ALL OTHER STREETS;;RR;1,300.00;
ALL OTHER STREETS;;CR;2,900.00;
ALL OTHER STREETS;;GP;400.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;INDUSTRIAL VALLEY;;;
DON JUAN SUBD;;RR;2,950.00;
J A SANTOS;PRES ROXAS-QUIRINO;RR;2,950.00;
JUSTICE ARELLANO;PRES ROXAS-QUIRINO;RR;2,950.00;
JUSTICE TUAZON;PRES OSMENA-DIZON;RR;2,950.00;
MAYOR DIZON;MARCOS HIWAY-LAUREL;CR;5,200.00;
MAYOR DIZON;MARCOS HIWAY-LAUREL;RR;2,950.00;
MARCOS HIWAY;;CR;5,250.00;
MARCOS HIWAY;;RR;2,950.00;
MONTE VISTA SUBD;;RR;3,400.00;
CINCO HERMANOS SUBD;;RR;3,400.00;
PRES E AGUINALDO;J P LAUREL-QUIRINO;RR;2,900.00;
PRES J P LAUREL;DIZON-M L QUEZON;RR;2,900.00;
PRES M L QUEZON;;RR;2,900.00;
PRES MAGSAYSAY;;RR;2,900.00;
PRES MARCOS;;RR;2,900.00;
PRES S OSMENA JR;;RR;2,900.00;
PRES E QUIRINO;J A SANTOS-QUEZON;RR;2,900.00;
PRES M ROXAS;J A SANTOS-QUEZON;RR;2,900.00;
SITIO OLANDES;;RR;800.00;
ALL OTHER STREETS;;RR;2,100.00;
ALL OTHER STREETS;;CR;5,200.00;
ALL OTHER STREETS;;GP;375.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;JESUS DELA PENA;;;
A BONIFACIO AVE;ST MARY-MARIKINA BRIDGE;CR;4,900.00;
A BONIFACIO AVE;ST MARY-MARIKINA BRIDGE;RR;4,500.00;
A FLORES;GEN MALVAR-L JAENA;RR;1,700.00;
ASUNCION;P ZAMORA-CAPT SINDO;RR;2,700.00;
CAPT SINDO;GEN MALVAR-BONIFACIO;RR;1,700.00;
GEN JULIAN;L JAENA-A BONIFACIO;RR;2,700.00;
GEN MALVAR;;RR;1,700.00;
GEN MALVAR;;CR;2,750.00;
HALINA;L JAENA-A BONIFACIO;RR;1,750.00;
LAZARO;GEN MALVAR-A FLORES;RR;2,700.00;
LOPEZ JAENA;;CR;4,900.00;
LOPEZ JAENA;;RR;1,800.00;
LOPEZ JAENA;;I;4,200.00;
P ZAMORA;GEN MALVAR-BONIFACIO;RR;1,700.00;
PROVIDENT VILL;;RR;2,200.00;
ST MARY AVE;BONIFACIO-RIVERSIDE;RR;2,700.00;
TAVERA (KAP SINDO);;RR;2,950.00;
T. CLAUDIO ST;;RR;1,500.00;
TIRIGUHAN;L JAENA-A BONIFACIO;RR;1,400.00;
ALL OTHER STREETS;;RR;1,400.00;
ALL OTHER STREETS;;CR;4,900.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;MALANDAY;;;
BULELAK (APD);;RR;600.00;
DAANG BAKAL (GSIS);;RR;2,900.00;
DR J P RIZAL;DIAMOND-AGOHO;CR;5,200.00;
DR J P RIZAL;DIAMOND-AGOHO;RR;3,100.00;
;ROOSEVELT COLLEGE;X;5,200.00;
EMERALD VILLAGE;;RR;1,900.00;
FILIPINAS VILLAGE;;RR;1,900.00;
GUEVARRA COMPOUND;;RR;1,500.00;
GUMAMELA;;RR;2,600.00;
LA VISTA;;RR;7,000.00;
LOYOLA GRAND VILLAS 3,4.& 5;;RR;6,000.00;
LUZON;;RR;2,600.00;
MALAYA;;CR;5,200.00;
MALAYA;;RR;2,100.00;
MALAYA;;I;2,200.00;
MARIKIT;;RR;900.00;
MINAHAN INT (APD);;RR;600.00;
MIRASOL;;RR;900.00;
MBLA COURT;;RR;2,000.00;
MBLA COURT;PARKLAND SUBD;RR;2,100.00;
NHA HOUSING;;RR;700.00;
PARKLAND;;RR;2,800.00;
PERPETUAL DRIVE;;RR;1,500.00;
ROSAL;;RR;2,600.00;
SAMPAGUITA ST;;RR;2,600.00;
SAMPAGUITA VILLAGE;;RR;1,900.00;
SAMPAGUITA VILLAGE;MALAYA ST;APD;1,800.00;
SAN DIEGO COMPOUND;;RR;1,950.00;
SIASOCO CPD;;RR;1,950.00;
STA. TERESITA VILLAGE;;RR;1,900.00;
SUNNY SQUARE SUBD;;RR;1,900.00;
VALENTINO SUBD;;RR;1,900.00;
VISAYA SUBD;;RR;2,900.00;
ALL OTHER STREETS;;RR;900.00;
;;GP;400.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;MARIKINA HEIGHTS;;;
APITONG ST;CHAMPAGNAT-BALAGTAS;RR;1,300.00;
;MARIST SCH FOR BOYS;X;2,600.00;
BALAGTAS;;RR;1,500.00;
BALAGTAS;;I;2,000.00;
BAYAN BAYANAN AVE;CONCEP BDRY-MOLAVE;CR;6,250.00;
BAYAN BAYANAN AVE;CONCEP BDRY-MOLAVE;RR;5,250.00;
;MOLAVE-KALAYAAN AVE;CR;5,200.00;
;;RR;4,400.00;
;OUR LADY SOCCOUR SCH;X;2,900.00;
BONANZA ST;;RR;2,900.00;
CHAMPACA ST;EAST DR-VILLA GRANDE;RR;1,300.00;
CHAMPAGNAT AVE;MOLAVE-BONANZA;RR;1,300.00;
CHAMPAGNAT AVE;MOLAVE-BONANZA;CR;2,800.00;
;MARIST SCH FOR BOYS;X;2,200.00;
DAO ST;B BAYANAN-WEST DRIVE;RR;1,000.00;
DR P VALENZUELA ST;KALAYAAN-KATIPUNAN;RR;5,200.00;
DR P VALENZUELA ST;KALAYAAN-KATIPUNAN;CR;2,900.00;
EAST DRIVE ST;KALAYAAN-TANGUILE;RR;2,200.00;
EAST DRIVE ST;KALAYAAN-TANGUILE;CR;2,800.00;
;ST SCHOLASTICA COLL;X;2,900.00;
F BALAGTAS AVE;NARRA-TANGUILE;RR;2,200.00;
IPIL ST;KATIPUNAN-J RIZAL;RR;1,800.00;
KALAYAAN;;RR;1,900.00;
KATIPUNAN;KALAYAAN-MOLAVE;RR;1,700.00;
LADISLAO DIWA;;RR;1,100.00;
LA MILAGROSA SUBD;;RR;1,100.00;
LAKANDULA ST;KALAYAAN-MOLAVE;RR;1,100.00;
LIWASANG KALAYAAN;;RR;1,100.00;
LOPE K SANTOS ST;KALAYAAN-MOLAVE;RR;1,100.00;
MALIPAJO;;RR;1,100.00;
MARIST ROAD;APITONG-CHAMPACA;RR;2,900.00;
MARIST SCH FOR BOYS;;X;1,750.00;
MARIST VILLAGE;;RR;1,500.00;
MOLAVE ST;KATIPUNAN-J RIZAL;CR;5,200.00;
MOLAVE ST;KATIPUNAN-J RIZAL;RR;2,900.00;
NARRA ST;B BAYANAN AVE-MOLAVE;RR;2,200.00;
;ST SCHOLASTICA COLL;X;2,900.00;
PALMERA HOMES;;RR;2,200.00;
T BUGALLON ST;;RR;2,200.00;
TANGUILE ST;F BALAGTAS-CHAMPACA;RR;1,100.00;
VALENZUELA;;RR;1,300.00;
VILLA GRANDE DRIVE;;RR;2,600.00;
WEST DRIVE;KALAYAAN-MOLAVE;RR;2,200.00;
;STA SCHOLASTICA COLL;X;1,650.00;
ALL OTHER STREETS;;RR;1,000.00;
ALL OTHER STREETS;;CR;5,200.00;
ALL OTHER STREETS;;GP;400.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;NANGKA;;;
ANASTACIA SUBD;;RR;1,150.00;
BAGONG SILANG;;RR;1,600.00;
BALUBAD UPPER;;RR;2,600.00;
FAIRLANE SUBD;;RR;1,150.00;
J P RIZAL;;CR;5,200.00;
J P RIZAL;;RR;2,600.00;
J P COMPOUND;;RR;1,000.00;
MABINI;;RR;2,600.00;
MABUHAY;MITHI-MAKABAYAN;RR;1,000.00;
MAKABAYAN;;RR;1,000.00;
MARIKINA HEIGHTS III & IV;;RR;1,500.00;
MARIKINA GREENLAND I  & II;;RR;1,900.00;
MARIKINA VILLAGE;;RR;1,000.00;
MIRA VERDE;;RR;1,500.00;
MITHI;;RR;1,000.00;
PERMALINE COMPOUND;;RR;2,600.00;
ST BENEDICT SUBD;;RR;1,000.00;
ST MARYS SUBD;;RR;1,100.00;
TIERRA VISTA SUBD;;RR;1,150.00;
TWIN RIVER SUBD I  &  II;;RR;1,100.00;
TWIN VILLE (HOMESITE);;RR;1,100.00;
ALL OTHER STREETS;;RR;1,000.00;
ALL OTHER STREETS;;GP;400.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;PARANG;;;
A DE GUZMAN;;RR;1,700.00;
A TINIO SUBD;;RR;2,200.00;
ANNABEL SUBD;;RR;2,000.00;
AZUCENA;;I;1,100.00;
BAGONG SILANG;BANGKAAN-CINNABAN;RR;1,100.00;
BALETE DRIVE;;RR;1,100.00;
BALETE DRIVE;;I;2,200.00;
BANGKAAN ST;;RR;2,600.00;
BONANZA SUBD;;RR;2,200.00;
BOY'S TOWN COMPLEX;;GL;0.00;GOVERNMENT LAND
C M RECTO ST;PARALUMAN-BALETE DR;RR;1,450.00;
C M RECTO ST;;I;1,700.00;
CHAMPACA;C M RECTO-TANGUILE;RR;5,200.00;
CONSOLACION VILL;;RR;1,150.00;
DEL ROSARIO VILL;;RR;800.00;
DIEGO SILANG ST;J LUNA-G DEL PILAR;RR;1,000.00;
DONA AURORA ST;PARALUMAN-RODRIGUEZ;RR;1,100.00;
E RODRIGUEZ ST;C M RECTO-LAPU-LAPU;RR;1,100.00;
ECHOE VILLAGE;;RR;1,100.00;
ECOVILLE SUBD;;RR;2,600.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;RR;2,600.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;CR;2,900.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;I;2,900.00;
G DEL PILAR;MOLAVE-KAOLIN;RR;1,600.00;
G DEL PILAR;MOLAVE-KAOLIN;CR;2,900.00;
GARMAN SUBD;;RR;2,900.00;
GEN MENEZ;MOLAVE-PARAISO;RR;1,100.00;
GOMEZ ST;;RR;1,100.00;
HEN. LLANERA;MOLAVE-PARAISO;RR;2,600.00;
HERBOSA;;APD;1,300.00;
HOMEPOINT VILLAGE;;RR;1,100.00;
J LUNA ST;C M RECTO-ESTATE;RR;1,300.00;
JEM SUBD;;RR;1,300.00;
JULIETA SUBD;;RR;1,100.00;
LA COLINA SUBD;;RR;1,300.00;
LAKANDULA ST;PARALUMAN-RODRIGUEZ;RR;1,800.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;CR;5,200.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;RR;2,600.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;I;2,600.00;
M TUAZON ST;;RR;2,900.00;
MAGSAYSAY;G DEL PILAR-BALAGTAS;RR;1,300.00;
MANACOP ST;;RR;1,100.00;
MANUEL L QUEZON ST;PARALUMAN-RODRIGUEZ;RR;2,900.00;
MARIKINA VILLAGE;;RR;2,600.00;
METEOR HOMES;;RR;1,100.00;
MOLAVE;HEN LLANERA-BALAGTAS;RR;2,900.00;
MONTEREY SUBD;;RR;1,100.00;
PALARIS;;RR;2,600.00;
PANDAY PIRA;;RR;1,100.00;
PARAISO ST;BAGONG SILANG-MOLAVE;RR;2,200.00;
;;APD;1,100.00;
PARALUMAN ST;PARAISO-C M RECTO;RR;2,600.00;
PARANG SUBD I  & II;;RR;2,900.00;
PARNASO;;RR;1,100.00;
PATERNO;G DEL PILAR-M TUAZON;RR;1,100.00;
PILAPIL;;RR;1,300.00;
PINKIAN;;RR;1,300.00;
PERMALINE COMPOUND;;RR;2,600.00;
RAHA MATANDA;;APD;1,300.00;
RAHA SOLIMAN ST;J LUNA-M TUAZON;RR;1,300.00;
R. PALMA ST;;RR;1,300.00;
RIVERSIDE SUBD;;RR;2,600.00;
SANTAN;C M RECTO-CHAMPACA;RR;2,600.00;
SANTAN;ICC - CHAMPACA;RR;2,000.00;
SQUIBMAN SUBD;R MATANDA-G DEL PILAR;RR;2,900.00;
SUMULONG;;RR;1,300.00;
SUNNYVILLE 1 & 2;;RR;1,100.00;
TANDANG SORA ST;;RR;1,700.00;
TANGUILE ST;;RR;1,300.00;
TWIN RIVER SUBD 2;;RR;1,100.00;
VICTORIA COMPOUND;;RR;1,400.00;
VICTORIA HILLS;;RR;2,600.00;
VISTA NILA HOMES;;RR;1,100.00;
ZAMORA;;APD;1,100.00;
ALL OTHER STREETS;;RR;1,100.00;
ALL OTHER STREETS;;GP;650.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;SAN ROQUE;;;
A MABINI;J P RIZAL-V GOMEZ;CR;5,200.00;
A MABINI;J P RIZAL-V GOMEZ;RR;1,900.00;
A TUAZON AVE;;CR;7,250.00;
A TUAZON AVE;;RR;5,500.00;
B STA ANA;J P RIZAL-SHOE AVE;RR;1,700.00;
B STA ANA;J P RIZAL-SHOE AVE;I;1,700.00;
CAPT MIYONG;SHOE AVE-A SANTOS;CR;5,200.00;
CAPT MIYONG;SHOE AVE-A SANTOS;RR;1,700.00;
D VICTORINO;J P RIZAL-SHOE AVE;RR;1,700.00;
DIEGO SILANG;SANTISIMO-J A SANTOS;RR;1,700.00;
DEGUANGCO;;RR;2,900.00;
E DELA PAZ;J P RIZAL-V GOMEZ;CR;5,400.00;
E DELA PAZ;J P RIZAL-V GOMEZ;RR;2,900.00;
H. ROXAS;;RR;1,700.00;
I MENDOZA;;CR;5,400.00;
I MENDOZA;;RR;1,700.00;
J A SANTOS;PRES ROXAS-SHOE AVE;RR;1,700.00;
J P RIZAL;N ROXAS-V GOMEZ;CR;5,500.00;
J P RIZAL;N ROXAS-V GOMEZ;RR;3,000.00;
MARCOS HIGHWAY;;CR;8,750.00;
MARIKINA EAST SUBD;;RR;2,100.00;
MIDTOWN MRKNA SUBD;;RR;2,200.00;
MT VIEW VILLAGE;;RR;1,700.00;
NEW MARIKINA SUBD;;RR;2,200.00;
NICANOR ROXAS;;CR;5,200.00;
NICANOR ROXAS;;RR;2,400.00;
NICANOR ROXAS;;I;2,400.00;
PRES M ROXAS;J P RIZAL-N ROXAS;CR;5,200.00;
PRES M ROXAS;J P RIZAL-N ROXAS;RR;1,700.00;
PUREFOODS ROAD;;RR;1,700.00;
PUREFOODS ROAD;;I;1,700.00;
ROYAL VILLE SUBD;;RR;2,000.00;
SANTISIMO;SHOE AVE-J A SANTOS;RR;1,700.00;
SHOE AVE EXT;;RR;1,600.00;
SHOE AVE;;CR;7,600.00;
SHOE AVE;;RR;5,200.00;
V GOMEZ;J P RIZAL-F PAZ;CR;5,400.00;
V GOMEZ;J P RIZAL-F PAZ;RR;2,900.00;
YAMSON;SHOE AVE-SHOE AVE;RR;2,900.00;
ALL OTHER STREETS;;RR;1,500.00;
ALL OTHER STREETS;;GP;400.00;
CONDOMINIUMS (CCT);;RC;18,000.00;
CONDOMINIUMS (CCT);;CC;25,000.00;
TOWNHOUSES (CCT);;RC;15,000.00;
TOWNHOUSES (CCT);;CC;20,000.00;
BARANGAY:;STA. ELENA;;;
A TUAZON AVE;;CR;4,300.00;
A TUAZON AVE;;RR;3,900.00;
A TUAZON AVE;;I;3,900.00;
C S CRUZ;;RR;1,800.00;
CAPT VENCIONG;M CRUZ-SHOE AVE;CR;3,400.00;
CAPT VENCIONG;M CRUZ-SHOE AVE;RR;2,900.00;
CARTOS;;RR;2,900.00;
DANCEL;J P RIZAL-MRKNA RIVER;RR;2,900.00;
;KAPT MOY-W DELA PAZ;RR;1,700.00;
DELA PAZ;;RR;1,800.00;
